0,3.0001478
10,4.1718774
20,4.6871986
30,4.7258005
40,4.804503
50,4.8477592
60,4.8705964
70,4.9060946
80,4.933446
90,4.9356637
100,4.938308
110,4.9390197
120,4.939068
130,4.9392157
140,4.939249
150,4.939247
160,4.939255
170,4.939257
180,4.939257
190,4.939257
